FIPS_STATE,INSURANCE,FIPS_COUNTY,AGECAT2,AGECAT6,RACECAT,SEXCAT,DEMENTIACAT,atc,bene_cnt,inc_cnt,prev_cnt,covid_cnt,mort_cnt
19,1,117,,,,1,2,,800,,,,
19,1,117,,,,1,3,,800,,,,
19,1,117,,,,2,1,17812,829,,49,,
19,1,117,,,,2,2,,829,,,,
19,1,117,,,,2,3,,829,,,,
19,1,119,,,,1,1,,937,,,,
19,1,119,,,,1,2,,937,,,,
19,1,119,,,,1,3,,937,,,,
19,1,119,,,,2,1,,1100,,,,
19,1,119,,,,2,2,,1100,,,,
19,1,119,,,,2,3,,1100,,,,
19,1,121,,,,1,1,,1048,,,,
19,1,121,,,,1,2,,1048,,,,
19,1,121,,,,1,3,,1048,,,,
19,1,121,,,,2,1,,1217,,,,
19,1,121,,,,2,2,,1217,,,,
19,1,121,,,,2,3,,1217,,,,
19,1,123,,,,1,1,21205,1552,,78,,
19,1,123,,,,1,2,,1552,,,,
19,1,123,,,,1,3,,1552,,,,
19,1,123,,,,2,1,14573,1833,,149,,
19,1,123,,,,2,2,,1833,,,,
19,1,123,,,,2,3,,1833,,,,
19,1,125,,,,1,1,19738,2664,29,125,,
19,1,125,,,,1,2,11494,2664,,25,,
19,1,125,,,,1,3,16878,2664,,77,,
19,1,125,,,,2,1,17623,3114,54,233,,
19,1,125,,,,2,2,22961,3114,,47,,
19,1,125,,,,2,3,22394,3114,,133,,
19,1,127,,,,1,1,10147,3177,,272,34,
19,1,127,,,,1,2,13381,3177,,52,,
19,1,127,,,,1,3,16323,3177,102,330,,
19,1,127,,,,2,1,15425,3391,,274,42,
19,1,127,,,,2,2,16116,3391,,39,,
19,1,127,,,,2,3,15129,3391,112,379,,
19,1,129,,,,1,1,19158,1278,,46,,
19,1,129,,,,1,2,,1278,,,,
19,1,129,,,,1,3,,1278,,,,
19,1,129,,,,2,1,21200,1298,,74,,
19,1,129,,,,2,2,,1298,,,,
19,1,129,,,,2,3,,1298,,,,
19,1,131,,,,1,1,,1180,,,,
19,1,131,,,,1,2,,1180,,,,
19,1,131,,,,1,3,,1180,,,,
19,1,131,,,,2,1,,1346,,,,
19,1,131,,,,2,2,,1346,,,,
19,1,131,,,,2,3,,1346,,,,
19,1,133,,,,1,1,23730,792,,35,,
19,1,133,,,,1,2,,792,,,,
19,1,133,,,,1,3,,792,,,,
19,1,133,,,,2,1,17195,971,,87,,
19,1,133,,,,2,2,,971,,,,
19,1,133,,,,2,3,,971,,,,
19,1,135,,,,1,1,,614,,,,
19,1,135,,,,1,2,,614,,,,
19,1,135,,,,1,3,,614,,,,
19,1,135,,,,2,1,,707,,,,
19,1,135,,,,2,2,,707,,,,
19,1,135,,,,2,3,,707,,,,
19,1,137,,,,1,1,,1051,,,,
19,1,137,,,,1,2,,1051,,,,
19,1,137,,,,1,3,,1051,,,,
19,1,137,,,,2,1,,1237,,,,
19,1,137,,,,2,2,,1237,,,,
19,1,137,,,,2,3,,1237,,,,
19,1,139,,,,1,1,21808,2840,,131,,42
19,1,139,,,,1,2,12426,2840,,34,,
19,1,139,,,,1,3,19589,2840,36,90,,
19,1,139,,,,2,1,22223,3226,,214,,62
19,1,139,,,,2,2,19771,3226,,34,,
19,1,139,,,,2,3,20197,3226,56,130,,
19,1,141,,,,1,1,,1440,,,,
19,1,141,,,,1,2,,1440,,,,
19,1,141,,,,1,3,,1440,,,,
19,1,141,,,,2,1,,1701,,,,
19,1,141,,,,2,2,,1701,,,,
19,1,141,,,,2,3,,1701,,,,
19,1,143,,,,1,1,,590,,,,
19,1,143,,,,1,2,,590,,,,
19,1,143,,,,1,3,,590,,,,
19,1,143,,,,2,1,,699,,,,
19,1,143,,,,2,2,,699,,,,
19,1,143,,,,2,3,,699,,,,
19,1,145,,,,1,1,26412,1576,,76,,
19,1,145,,,,1,2,,1576,,,,
19,1,145,,,,1,3,,1576,,,,
19,1,145,,,,2,1,25030,1822,,125,,
19,1,145,,,,2,2,,1822,,,,
19,1,145,,,,2,3,,1822,,,,
19,1,147,,,,1,1,,1041,,,,
19,1,147,,,,1,2,,1041,,,,
19,1,147,,,,1,3,,1041,,,,
19,1,147,,,,2,1,,1178,,,,
19,1,147,,,,2,2,,1178,,,,
19,1,147,,,,2,3,,1178,,,,
19,1,149,,,,1,1,24742,1820,,69,,
19,1,149,,,,1,2,,1820,,,,
19,1,149,,,,1,3,,1820,,,,
19,1,149,,,,2,1,18799,2172,,165,,
19,1,149,,,,2,2,,2172,,,,
19,1,149,,,,2,3,,2172,,,,
19,1,151,,,,1,1,,808,,,,
19,1,151,,,,1,2,,808,,,,
19,1,151,,,,1,3,,808,,,,
19,1,151,,,,2,1,,943,,,,
19,1,151,,,,2,2,,943,,,,
19,1,151,,,,2,3,,943,,,,
19,1,153,,,,1,1,17745,25384,302,1203,197,338
19,1,153,,,,1,2,19264,25384,162,282,24,55
19,1,153,,,,1,3,23248,25384,386,929,72,145
19,1,153,,,,2,1,17855,30792,493,2251,385,578
19,1,153,,,,2,2,18207,30792,216,397,39,62
19,1,153,,,,2,3,18479,30792,487,1093,91,137
19,1,155,,,,1,1,22028,6240,85,280,48,81
19,1,155,,,,1,2,13369,6240,39,92,,
19,1,155,,,,1,3,24716,6240,97,195,,
19,1,155,,,,2,1,18852,6950,104,499,98,133
19,1,155,,,,2,2,16948,6950,39,115,,
19,1,155,,,,2,3,19547,6950,144,260,,
19,1,157,,,,1,1,8047,1637,,92,,
19,1,157,,,,1,2,,1637,,,,
19,1,157,,,,1,3,,1637,,,,
19,1,157,,,,2,1,13404,1955,,126,,
19,1,157,,,,2,2,,1955,,,,
19,1,157,,,,2,3,,1955,,,,
19,1,159,,,,1,1,,512,,,,
19,1,159,,,,1,2,,512,,,,
19,1,159,,,,1,3,,512,,,,
19,1,159,,,,2,1,,592,,,,
19,1,159,,,,2,2,,592,,,,
19,1,159,,,,2,3,,592,,,,
19,1,161,,,,1,1,,1115,,,,
19,1,161,,,,1,2,,1115,,,,
19,1,161,,,,1,3,,1115,,,,
19,1,161,,,,2,1,,1328,,,,
19,1,161,,,,2,2,,1328,,,,
19,1,161,,,,2,3,,1328,,,,
19,1,163,,,,1,1,21896,10544,133,451,76,129
19,1,163,,,,1,2,21337,10544,51,104,,
19,1,163,,,,1,3,24062,10544,220,458,,
19,1,163,,,,2,1,18339,11917,207,837,142,259
19,1,163,,,,2,2,18699,11917,89,155,,
19,1,163,,,,2,3,19464,11917,271,537,,
19,1,165,,,,1,1,22857,1198,,65,,
19,1,165,,,,1,2,,1198,,,,
19,1,165,,,,1,3,,1198,,,,
19,1,165,,,,2,1,21075,1399,,111,,
19,1,165,,,,2,2,,1399,,,,
19,1,165,,,,2,3,,1399,,,,
19,1,167,,,,1,1,,2477,,,,
19,1,167,,,,1,2,,2477,,,,
19,1,167,,,,1,3,,2477,,,,
19,1,167,,,,2,1,,2997,,,,
19,1,167,,,,2,2,,2997,,,,
19,1,167,,,,2,3,,2997,,,,
19,1,169,,,,1,1,17618,5405,,242,,54
19,1,169,,,,1,2,14916,5405,,52,,
19,1,169,,,,1,3,20020,5405,158,490,,
19,1,169,,,,2,1,15129,6171,,450,,100
19,1,169,,,,2,2,18446,6171,,54,,
19,1,169,,,,2,3,16089,6171,208,598,,
19,1,171,,,,1,1,13987,1325,,54,,
19,1,171,,,,1,2,,1325,,,,
19,1,171,,,,1,3,,1325,,,,
19,1,171,,,,2,1,14103,1537,,126,,
19,1,171,,,,2,2,,1537,,,,
19,1,171,,,,2,3,,1537,,,,
19,1,173,,,,1,1,,757,,,,
19,1,173,,,,1,2,,757,,,,
19,1,173,,,,1,3,,757,,,,
19,1,173,,,,2,1,,829,,,,
19,1,173,,,,2,2,,829,,,,
19,1,173,,,,2,3,,829,,,,
19,1,175,,,,1,1,,1333,,,,
19,1,175,,,,1,2,,1333,,,,
19,1,175,,,,1,3,,1333,,,,
19,1,175,,,,2,1,,1493,,,,
19,1,175,,,,2,2,,1493,,,,
19,1,175,,,,2,3,,1493,,,,
19,1,177,,,,1,1,,752,,,,
19,1,177,,,,1,2,,752,,,,
19,1,177,,,,1,3,,752,,,,
19,1,177,,,,2,1,,784,,,,
19,1,177,,,,2,2,,784,,,,
19,1,177,,,,2,3,,784,,,,
19,1,179,,,,1,1,21262,2594,42,138,34,45
19,1,179,,,,1,2,20572,2594,20,38,,
19,1,179,,,,1,3,29089,2594,40,89,,
19,1,179,,,,2,1,18744,2883,60,239,73,76
19,1,179,,,,2,2,19274,2883,30,51,,
19,1,179,,,,2,3,19316,2883,61,145,,
19,1,181,,,,1,1,15165,3101,,136,,46
19,1,181,,,,1,2,38234,3101,,25,,
19,1,181,,,,1,3,25581,3101,36,96,,
19,1,181,,,,2,1,17507,3582,,278,,85
19,1,181,,,,2,2,29058,3582,,51,,
19,1,181,,,,2,3,15275,3582,46,117,,
19,1,183,,,,1,1,24154,1945,,107,,
19,1,183,,,,1,2,,1945,,,,
19,1,183,,,,1,3,,1945,,,,
19,1,183,,,,2,1,18724,2284,,187,,
19,1,183,,,,2,2,,2284,,,,
19,1,183,,,,2,3,,2284,,,,
19,1,185,,,,1,1,12644,555,,32,,
19,1,185,,,,1,2,,555,,,,
19,1,185,,,,1,3,,555,,,,
19,1,185,,,,2,1,13282,621,,53,,
19,1,185,,,,2,2,,621,,,,
19,1,185,,,,2,3,,621,,,,
19,1,187,,,,1,1,21570,3139,42,148,,
19,1,187,,,,1,2,14899,3139,19,40,,
19,1,187,,,,1,3,20245,3139,47,113,,
19,1,187,,,,2,1,15383,3525,55,231,,
19,1,187,,,,2,2,15550,3525,28,55,,
19,1,187,,,,2,3,19900,3525,81,190,,
19,1,189,,,,1,1,,1209,,,,
19,1,189,,,,1,2,,1209,,,,
19,1,189,,,,1,3,,1209,,,,
19,1,189,,,,2,1,,1415,,,,
19,1,189,,,,2,2,,1415,,,,
19,1,189,,,,2,3,,1415,,,,
19,1,191,,,,1,1,14560,1752,,73,,
19,1,191,,,,1,2,,1752,,,,
19,1,191,,,,1,3,,1752,,,,
19,1,191,,,,2,1,11307,2029,,120,,
19,1,191,,,,2,2,,2029,,,,
19,1,191,,,,2,3,,2029,,,,
19,1,193,,,,1,1,18621,6271,75,274,39,76
19,1,193,,,,1,2,22320,6271,37,79,,
19,1,193,,,,1,3,21796,6271,71,193,,
19,1,193,,,,2,1,16990,7194,119,464,79,128
19,1,193,,,,2,2,20291,7194,62,113,,
19,1,193,,,,2,3,20488,7194,91,273,,
19,1,195,,,,1,1,,698,,,,
19,1,195,,,,1,2,,698,,,,
19,1,195,,,,1,3,,698,,,,
19,1,195,,,,2,1,,796,,,,
19,1,195,,,,2,2,,796,,,,
19,1,195,,,,2,3,,796,,,,
19,1,197,,,,1,1,,1322,,,,
19,1,197,,,,1,2,,1322,,,,
19,1,197,,,,1,3,20953,1322,,67,,
19,1,197,,,,2,1,,1524,,,,
19,1,197,,,,2,2,,1524,,,,
19,1,197,,,,2,3,22131,1524,,90,,
19,2,1,,,,1,1,,87,,,,
19,2,1,,,,1,2,,87,,,,
19,2,1,,,,1,3,,87,,,,
19,2,1,,,,2,1,,107,,,,
19,2,1,,,,2,2,,107,,,,
19,2,1,,,,2,3,,107,,,,
19,2,3,,,,1,1,,12,,,,
19,2,3,,,,1,2,,12,,,,
19,2,3,,,,1,3,,12,,,,
19,2,3,,,,2,1,,15,,,,
19,2,3,,,,2,2,,15,,,,
19,2,3,,,,2,3,,15,,,,
19,2,5,,,,1,1,,264,,21,,
19,2,5,,,,1,2,,264,,,,
19,2,5,,,,1,3,,264,,,,
19,2,5,,,,2,1,,276,,19,,
19,2,5,,,,2,2,,276,,,,
19,2,5,,,,2,3,,276,,,,
19,2,7,,,,1,1,,393,,22,,
19,2,7,,,,1,2,,393,,,,
19,2,7,,,,1,3,,393,,,,
19,2,7,,,,2,1,,488,,33,,
19,2,7,,,,2,2,,488,,,,
19,2,7,,,,2,3,,488,,,,
19,2,9,,,,1,1,,33,,,,
19,2,9,,,,1,2,,33,,,,
19,2,9,,,,1,3,,33,,,,
19,2,9,,,,2,1,,35,,,,
19,2,9,,,,2,2,,35,,,,
19,2,9,,,,2,3,,35,,,,
19,2,11,,,,1,1,,671,,36,,
19,2,11,,,,1,2,,671,,,,
19,2,11,,,,1,3,,671,11,,,
19,2,11,,,,2,1,,753,,40,,
19,2,11,,,,2,2,,753,,,,
19,2,11,,,,2,3,,753,11,,,
19,2,13,,,,1,1,,4707,80,308,42,83
19,2,13,,,,1,2,,4707,52,84,,
19,2,13,,,,1,3,,4707,73,187,,
19,2,13,,,,2,1,,5676,100,444,77,101
19,2,13,,,,2,2,,5676,74,140,,
19,2,13,,,,2,3,,5676,123,231,,
19,2,15,,,,1,1,,594,,43,,
19,2,15,,,,1,2,,594,,,,
19,2,15,,,,1,3,,594,26,,,
19,2,15,,,,2,1,,668,,44,,
19,2,15,,,,2,2,,668,,,,
19,2,15,,,,2,3,,668,28,,,
19,2,17,,,,1,1,,707,,43,,12
19,2,17,,,,1,2,,707,,11,,
19,2,17,,,,1,3,,707,11,26,,
19,2,17,,,,2,1,,776,,56,,15
19,2,17,,,,2,2,,776,,13,,
19,2,17,,,,2,3,,776,14,29,,
19,2,19,,,,1,1,,713,,39,,
19,2,19,,,,1,2,,713,,,,
19,2,19,,,,1,3,,713,,,,
19,2,19,,,,2,1,,759,,52,,
19,2,19,,,,2,2,,759,,,,
19,2,19,,,,2,3,,759,,,,
19,2,21,,,,1,1,,148,,,,
19,2,21,,,,1,2,,148,,,,
19,2,21,,,,1,3,,148,,,,
19,2,21,,,,2,1,,178,,,,
19,2,21,,,,2,2,,178,,,,
19,2,21,,,,2,3,,178,,,,
19,2,23,,,,1,1,,417,,29,,
19,2,23,,,,1,2,,417,,,,
19,2,23,,,,1,3,,417,,,,
19,2,23,,,,2,1,,434,,42,,
19,2,23,,,,2,2,,434,,,,
19,2,23,,,,2,3,,434,,,,
19,2,25,,,,1,1,,125,,,,
19,2,25,,,,1,2,,125,,,,
19,2,25,,,,1,3,,125,,,,
19,2,25,,,,2,1,,116,,,,
19,2,25,,,,2,2,,116,,,,
19,2,25,,,,2,3,,116,,,,
19,2,27,,,,1,1,,313,,26,,
19,2,27,,,,1,2,,313,,,,
19,2,27,,,,1,3,,313,,,,
19,2,27,,,,2,1,,334,,24,,
19,2,27,,,,2,2,,334,,,,
19,2,27,,,,2,3,,334,,,,
19,2,29,,,,1,1,,222,,14,,
19,2,29,,,,1,2,,222,,,,
19,2,29,,,,1,3,,222,,,,
19,2,29,,,,2,1,,282,,29,,
19,2,29,,,,2,2,,282,,,,
19,2,29,,,,2,3,,282,,,,
19,2,31,,,,1,1,,424,,20,,
19,2,31,,,,1,2,,424,,,,
19,2,31,,,,1,3,,424,,,,
19,2,31,,,,2,1,,493,,44,,
19,2,31,,,,2,2,,493,,,,
19,2,31,,,,2,3,,493,,,,
19,2,33,,,,1,1,,549,,22,,
19,2,33,,,,1,2,,549,,,,
19,2,33,,,,1,3,,549,,,,
19,2,33,,,,2,1,,643,,40,,
19,2,33,,,,2,2,,643,,,,
19,2,33,,,,2,3,,643,,,,
19,2,35,,,,1,1,,175,,,,
19,2,35,,,,1,2,,175,,,,
19,2,35,,,,1,3,,175,,,,
19,2,35,,,,2,1,,203,,,,
19,2,35,,,,2,2,,203,,,,
19,2,35,,,,2,3,,203,,,,
19,2,37,,,,1,1,,143,,,,
19,2,37,,,,1,2,,143,,,,
19,2,37,,,,1,3,,143,,,,
19,2,37,,,,2,1,,145,,,,
19,2,37,,,,2,2,,145,,,,
19,2,37,,,,2,3,,145,,,,
19,2,39,,,,1,1,,142,,,,
19,2,39,,,,1,2,,142,,,,
19,2,39,,,,1,3,,142,,,,
19,2,39,,,,2,1,,177,,,,
19,2,39,,,,2,2,,177,,,,
19,2,39,,,,2,3,,177,,,,
19,2,41,,,,1,1,,105,,,,
19,2,41,,,,1,2,,105,,,,
19,2,41,,,,1,3,,105,,,,
19,2,41,,,,2,1,,113,,,,
19,2,41,,,,2,2,,113,,,,
19,2,41,,,,2,3,,113,,,,
19,2,43,,,,1,1,,564,,29,,
19,2,43,,,,1,2,,564,,,,
19,2,43,,,,1,3,,564,,,,
19,2,43,,,,2,1,,645,,53,,
19,2,43,,,,2,2,,645,,,,
19,2,43,,,,2,3,,645,,,,
19,2,45,,,,1,1,,1270,,74,,16
19,2,45,,,,1,2,,1270,,22,,
19,2,45,,,,1,3,,1270,30,70,,
19,2,45,,,,2,1,,1572,,87,,19
19,2,45,,,,2,2,,1572,,37,,
19,2,45,,,,2,3,,1572,25,74,,
19,2,47,,,,1,1,,209,,12,,
19,2,47,,,,1,2,,209,,,,
19,2,47,,,,1,3,,209,,,,
19,2,47,,,,2,1,,207,,21,,
19,2,47,,,,2,2,,207,,,,
19,2,47,,,,2,3,,207,,,,
19,2,49,,,,1,1,,1067,,65,,13
19,2,49,,,,1,2,,1067,,15,,
19,2,49,,,,1,3,,1067,18,55,,
19,2,49,,,,2,1,,1413,,86,,17
19,2,49,,,,2,2,,1413,,38,,
19,2,49,,,,2,3,,1413,32,87,,
19,2,51,,,,1,1,,192,,12,,
19,2,51,,,,1,2,,192,,,,
19,2,51,,,,1,3,,192,,,,
19,2,51,,,,2,1,,214,,14,,
19,2,51,,,,2,2,,214,,,,
19,2,51,,,,2,3,,214,,,,
19,2,53,,,,1,1,,145,,,,
19,2,53,,,,1,2,,145,,,,
19,2,53,,,,1,3,,145,,,,
19,2,53,,,,2,1,,159,,,,
19,2,53,,,,2,2,,159,,,,
19,2,53,,,,2,3,,159,,,,
19,2,55,,,,1,1,,471,,23,,
19,2,55,,,,1,2,,471,,,,
19,2,55,,,,1,3,,471,,,,
19,2,55,,,,2,1,,493,,33,,
19,2,55,,,,2,2,,493,,,,
19,2,55,,,,2,3,,493,,,,
19,2,57,,,,1,1,,727,,35,,
19,2,57,,,,1,2,,727,,15,,
19,2,57,,,,1,3,,727,20,42,,
19,2,57,,,,2,1,,934,,71,,
19,2,57,,,,2,2,,934,,16,,
19,2,57,,,,2,3,,934,29,69,,
19,2,59,,,,1,1,,168,,,,
19,2,59,,,,1,2,,168,,,,
19,2,59,,,,1,3,,168,,,,
19,2,59,,,,2,1,,230,,,,
19,2,59,,,,2,2,,230,,,,
19,2,59,,,,2,3,,230,,,,
19,2,61,,,,1,1,,5051,73,312,82,91
19,2,61,,,,1,2,,5051,46,79,17,
19,2,61,,,,1,3,,5051,69,127,19,
19,2,61,,,,2,1,,6401,132,520,141,105
19,2,61,,,,2,2,,6401,56,106,17,
19,2,61,,,,2,3,,6401,95,168,24,
19,2,63,,,,1,1,,62,,,,
19,2,63,,,,1,2,,62,,,,
19,2,63,,,,1,3,,62,,,,
19,2,63,,,,2,1,,70,,,,
19,2,63,,,,2,2,,70,,,,
19,2,63,,,,2,3,,70,,,,
19,2,65,,,,1,1,,480,,25,,
19,2,65,,,,1,2,,480,,17,,
19,2,65,,,,1,3,,480,,20,,
19,2,65,,,,2,1,,529,,35,,
19,2,65,,,,2,2,,529,,12,,
19,2,65,,,,2,3,,529,,15,,
19,2,67,,,,1,1,,240,,13,,
19,2,67,,,,1,2,,240,,,,
19,2,67,,,,1,3,,240,,,,
19,2,67,,,,2,1,,268,,11,,
19,2,67,,,,2,2,,268,,,,
19,2,67,,,,2,3,,268,,,,
19,2,69,,,,1,1,,72,,,,
19,2,69,,,,1,2,,72,,,,
19,2,69,,,,1,3,,72,,,,
19,2,69,,,,2,1,,77,,,,
19,2,69,,,,2,2,,77,,,,
19,2,69,,,,2,3,,77,,,,
19,2,71,,,,1,1,,113,,,,
19,2,71,,,,1,2,,113,,,,
19,2,71,,,,1,3,,113,,,,
19,2,71,,,,2,1,,115,,,,
19,2,71,,,,2,2,,115,,,,
19,2,71,,,,2,3,,115,,,,
19,2,73,,,,1,1,,214,,,,
19,2,73,,,,1,2,,214,,,,
19,2,73,,,,1,3,,214,,,,
19,2,73,,,,2,1,,246,,,,
19,2,73,,,,2,2,,246,,,,
19,2,73,,,,2,3,,246,,,,
19,2,75,,,,1,1,,278,,14,,
19,2,75,,,,1,2,,278,,,,
19,2,75,,,,1,3,,278,,,,
19,2,75,,,,2,1,,332,,26,,
19,2,75,,,,2,2,,332,,,,
19,2,75,,,,2,3,,332,,,,
19,2,77,,,,1,1,,313,,21,,
19,2,77,,,,1,2,,313,,,,
19,2,77,,,,1,3,,313,,,,
19,2,77,,,,2,1,,340,,16,,
19,2,77,,,,2,2,,340,,,,
19,2,77,,,,2,3,,340,,,,
19,2,79,,,,1,1,,230,,18,,
19,2,79,,,,1,2,,230,,,,
19,2,79,,,,1,3,,230,,,,
19,2,79,,,,2,1,,271,,12,,
19,2,79,,,,2,2,,271,,,,
19,2,79,,,,2,3,,271,,,,
19,2,81,,,,1,1,,49,,,,
19,2,81,,,,1,2,,49,,,,
19,2,81,,,,1,3,,49,,,,
19,2,81,,,,2,1,,46,,,,
19,2,81,,,,2,2,,46,,,,
19,2,81,,,,2,3,,46,,,,
19,2,83,,,,1,1,,318,,17,,
19,2,83,,,,1,2,,318,,,,
19,2,83,,,,1,3,,318,,,,
19,2,83,,,,2,1,,356,,26,,
19,2,83,,,,2,2,,356,,,,
19,2,83,,,,2,3,,356,,,,
19,2,85,,,,1,1,,274,,15,,
19,2,85,,,,1,2,,274,,,,
19,2,85,,,,1,3,,274,,,,
19,2,85,,,,2,1,,294,,24,,
19,2,85,,,,2,2,,294,,,,
19,2,85,,,,2,3,,294,,,,
19,2,87,,,,1,1,,268,,14,,
19,2,87,,,,1,2,,268,,,,
19,2,87,,,,1,3,,268,,,,
19,2,87,,,,2,1,,301,,18,,
19,2,87,,,,2,2,,301,,,,
19,2,87,,,,2,3,,301,,,,
19,2,89,,,,1,1,,88,,,,
19,2,89,,,,1,2,,88,,,,
19,2,89,,,,1,3,,88,,,,
19,2,89,,,,2,1,,77,,,,
19,2,89,,,,2,2,,77,,,,
19,2,89,,,,2,3,,77,,,,
19,2,91,,,,1,1,,59,,,,
19,2,91,,,,1,2,,59,,,,
19,2,91,,,,1,3,,59,,,,
19,2,91,,,,2,1,,68,,,,
19,2,91,,,,2,2,,68,,,,
19,2,91,,,,2,3,,68,,,,
19,2,93,,,,1,1,,99,,,,
19,2,93,,,,1,2,,99,,,,
19,2,93,,,,1,3,,99,,,,
19,2,93,,,,2,1,,107,,,,
19,2,93,,,,2,2,,107,,,,
19,2,93,,,,2,3,,107,,,,
19,2,95,,,,1,1,,352,,27,,
19,2,95,,,,1,2,,352,,,,
19,2,95,,,,1,3,,352,,,,
19,2,95,,,,2,1,,441,,29,,
19,2,95,,,,2,2,,441,,,,
19,2,95,,,,2,3,,441,,,,
19,2,97,,,,1,1,,747,,51,,12
19,2,97,,,,1,2,,747,,,,
19,2,97,,,,1,3,,747,21,,,
19,2,97,,,,2,1,,865,,59,,18
19,2,97,,,,2,2,,865,,,,
19,2,97,,,,2,3,,865,13,,,
19,2,99,,,,1,1,,871,11,53,,15
19,2,99,,,,1,2,,871,13,22,,
19,2,99,,,,1,3,,871,23,54,,
19,2,99,,,,2,1,,1005,20,89,,14
19,2,99,,,,2,2,,1005,12,25,,
19,2,99,,,,2,3,,1005,22,38,,
19,2,101,,,,1,1,,518,,25,,
19,2,101,,,,1,2,,518,,,,
19,2,101,,,,1,3,,518,,,,
19,2,101,,,,2,1,,547,,32,,
19,2,101,,,,2,2,,547,,,,
19,2,101,,,,2,3,,547,,,,
19,2,103,,,,1,1,,2072,29,119,,22
19,2,103,,,,1,2,,2072,17,38,,
19,2,103,,,,1,3,,2072,37,83,,
19,2,103,,,,2,1,,2609,48,167,,39
19,2,103,,,,2,2,,2609,20,49,,
19,2,103,,,,2,3,,2609,30,93,,
19,2,105,,,,1,1,,572,,24,,
19,2,105,,,,1,2,,572,,,,
19,2,105,,,,1,3,,572,,,,
19,2,105,,,,2,1,,630,,50,,
19,2,105,,,,2,2,,630,,,,
19,2,105,,,,2,3,,630,,,,
19,2,107,,,,1,1,,273,,18,,
19,2,107,,,,1,2,,273,,,,
19,2,107,,,,1,3,,273,,,,
19,2,107,,,,2,1,,304,,24,,
19,2,107,,,,2,2,,304,,,,
19,2,107,,,,2,3,,304,,,,
19,2,109,,,,1,1,,92,,,,
19,2,109,,,,1,2,,92,,,,
19,2,109,,,,1,3,,92,,,,
19,2,109,,,,2,1,,90,,,,
19,2,109,,,,2,2,,90,,,,
19,2,109,,,,2,3,,90,,,,
19,2,111,,,,1,1,,338,,11,,
19,2,111,,,,1,2,,338,,,,
19,2,111,,,,1,3,,338,,,,
19,2,111,,,,2,1,,395,,23,,
19,2,111,,,,2,2,,395,,,,
19,2,111,,,,2,3,,395,,,,
19,2,113,,,,1,1,,6606,93,348,43,95
19,2,113,,,,1,2,,6606,77,123,14,21
19,2,113,,,,1,3,,6606,140,322,19,29
19,2,113,,,,2,1,,8406,136,569,79,138
19,2,113,,,,2,2,,8406,91,160,11,15
19,2,113,,,,2,3,,8406,180,412,22,39
19,2,115,,,,1,1,,222,,,,
19,2,115,,,,1,2,,222,,,,
19,2,115,,,,1,3,,222,,,,
19,2,115,,,,2,1,,263,,,,
19,2,115,,,,2,2,,263,,,,
19,2,115,,,,2,3,,263,,,,
19,2,117,,,,1,1,,220,,11,,
19,2,117,,,,1,2,,220,,,,
19,2,117,,,,1,3,,220,,,,
19,2,117,,,,2,1,,258,,20,,
19,2,117,,,,2,2,,258,,,,
19,2,117,,,,2,3,,258,,,,
19,2,119,,,,1,1,,96,,,,
19,2,119,,,,1,2,,96,,,,
19,2,119,,,,1,3,,96,,,,
19,2,119,,,,2,1,,136,,,,
19,2,119,,,,2,2,,136,,,,
19,2,119,,,,2,3,,136,,,,
19,2,121,,,,1,1,,415,,,,
19,2,121,,,,1,2,,415,,,,
19,2,121,,,,1,3,,415,,,,
19,2,121,,,,2,1,,448,,,,
19,2,121,,,,2,2,,448,,,,
19,2,121,,,,2,3,,448,,,,
19,2,123,,,,1,1,,449,,24,,
19,2,123,,,,1,2,,449,,,,
19,2,123,,,,1,3,,449,,,,
19,2,123,,,,2,1,,556,,38,,
19,2,123,,,,2,2,,556,,,,
19,2,123,,,,2,3,,556,,,,
19,2,125,,,,1,1,,627,12,33,,
19,2,125,,,,1,2,,627,,13,,
19,2,125,,,,1,3,,627,,38,,
19,2,125,,,,2,1,,739,13,57,,
19,2,125,,,,2,2,,739,,15,,
19,2,125,,,,2,3,,739,,51,,
19,2,127,,,,1,1,,1047,,45,11,
19,2,127,,,,1,2,,1047,,21,,
19,2,127,,,,1,3,,1047,26,122,,
19,2,127,,,,2,1,,1204,,92,18,
19,2,127,,,,2,2,,1204,,19,,
19,2,127,,,,2,3,,1204,46,165,,
19,2,129,,,,1,1,,281,,16,,
19,2,129,,,,1,2,,281,,,,
19,2,129,,,,1,3,,281,,,,
19,2,129,,,,2,1,,344,,23,,
19,2,129,,,,2,2,,344,,,,
19,2,129,,,,2,3,,344,,,,
19,2,131,,,,1,1,,56,,,,
19,2,131,,,,1,2,,56,,,,
19,2,131,,,,1,3,,56,,,,
19,2,131,,,,2,1,,72,,,,
19,2,131,,,,2,2,,72,,,,
19,2,131,,,,2,3,,72,,,,
19,2,133,,,,1,1,,258,,22,,
19,2,133,,,,1,2,,258,,,,
19,2,133,,,,1,3,,258,,,,
19,2,133,,,,2,1,,266,,16,,
19,2,133,,,,2,2,,266,,,,
19,2,133,,,,2,3,,266,,,,
19,2,135,,,,1,1,,187,,,,
19,2,135,,,,1,2,,187,,,,
19,2,135,,,,1,3,,187,,,,
19,2,135,,,,2,1,,224,,,,
19,2,135,,,,2,2,,224,,,,
19,2,135,,,,2,3,,224,,,,
19,2,137,,,,1,1,,185,,,,
