FIPS_STATE,INSURANCE,FIPS_COUNTY,AGECAT2,AGECAT6,RACECAT,SEXCAT,DEMENTIACAT,atc,bene_cnt,inc_cnt,prev_cnt,covid_cnt,mort_cnt
31,1,157,1,1,,,2,,1816,,,,
31,1,157,1,1,,,3,,1816,,,,
31,1,157,1,2,,,1,,1697,,,,
31,1,157,1,2,,,2,,1697,,,,
31,1,157,1,2,,,3,,1697,,,,
31,1,157,1,3,,,1,,1169,,,,
31,1,157,1,3,,,2,,1169,,,,
31,1,157,1,3,,,3,,1169,,,,
31,1,157,1,4,,,1,22641,804,,94,,
31,1,157,1,4,,,2,,804,,,,
31,1,157,1,4,,,3,,804,,,,
31,1,157,1,5,,,1,19244,1089,44,239,,
31,1,157,1,5,,,2,,1089,,,,
31,1,157,1,5,,,3,,1089,,,,
31,1,159,0,0,,,1,,161,,,,
31,1,159,0,0,,,2,,161,,,,
31,1,159,0,0,,,3,,161,,,,
31,1,159,1,1,,,1,,729,,,,
31,1,159,1,1,,,2,,729,,,,
31,1,159,1,1,,,3,,729,,,,
31,1,159,1,2,,,1,,695,,,,
31,1,159,1,2,,,2,,695,,,,
31,1,159,1,2,,,3,,695,,,,
31,1,159,1,3,,,1,,492,,,,
31,1,159,1,3,,,2,,492,,,,
31,1,159,1,3,,,3,,492,,,,
31,1,159,1,4,,,1,,366,,,,
31,1,159,1,4,,,2,,366,,,,
31,1,159,1,4,,,3,,366,,,,
31,1,159,1,5,,,1,,448,,,,
31,1,159,1,5,,,2,,448,,,,
31,1,159,1,5,,,3,,448,,,,
31,1,161,0,0,,,1,,73,,,,
31,1,161,0,0,,,2,,73,,,,
31,1,161,0,0,,,3,,73,,,,
31,1,161,1,1,,,1,,325,,,,
31,1,161,1,1,,,2,,325,,,,
31,1,161,1,1,,,3,,325,,,,
31,1,161,1,2,,,1,,328,,,,
31,1,161,1,2,,,2,,328,,,,
31,1,161,1,2,,,3,,328,,,,
31,1,161,1,3,,,1,,199,,,,
31,1,161,1,3,,,2,,199,,,,
31,1,161,1,3,,,3,,199,,,,
31,1,161,1,4,,,1,,137,,,,
31,1,161,1,4,,,2,,137,,,,
31,1,161,1,4,,,3,,137,,,,
31,1,161,1,5,,,1,,189,,,,
31,1,161,1,5,,,2,,189,,,,
31,1,161,1,5,,,3,,189,,,,
31,1,163,0,0,,,1,,45,,,,
31,1,163,0,0,,,2,,45,,,,
31,1,163,0,0,,,3,,45,,,,
31,1,163,1,1,,,1,,184,,,,
31,1,163,1,1,,,2,,184,,,,
31,1,163,1,1,,,3,,184,,,,
31,1,163,1,2,,,1,,167,,,,
31,1,163,1,2,,,2,,167,,,,
31,1,163,1,2,,,3,,167,,,,
31,1,163,1,3,,,1,,,,,,
31,1,163,1,3,,,2,,,,,,
31,1,163,1,3,,,3,,,,,,
31,1,163,1,4,,,1,,,,,,
31,1,163,1,4,,,2,,,,,,
31,1,163,1,4,,,3,,,,,,
31,1,163,1,5,,,1,30062,89,,20,,
31,1,163,1,5,,,2,,89,,,,
31,1,163,1,5,,,3,,89,,,,
31,1,165,0,0,,,1,,,,,,
31,1,165,0,0,,,2,,,,,,
31,1,165,0,0,,,3,,,,,,
31,1,165,1,1,,,1,,,,,,
31,1,165,1,1,,,2,,,,,,
31,1,165,1,1,,,3,,,,,,
31,1,165,1,2,,,1,,,,,,
31,1,165,1,2,,,2,,,,,,
31,1,165,1,2,,,3,,,,,,
31,1,165,1,3,,,1,,,,,,
31,1,165,1,3,,,2,,,,,,
31,1,165,1,3,,,3,,,,,,
31,1,165,1,4,,,1,,,,,,
31,1,165,1,4,,,2,,,,,,
31,1,165,1,4,,,3,,,,,,
31,1,165,1,5,,,1,,,,,,
31,1,165,1,5,,,2,,,,,,
31,1,165,1,5,,,3,,,,,,
31,1,167,0,0,,,1,,43,,,,
31,1,167,0,0,,,2,,43,,,,
31,1,167,0,0,,,3,,43,,,,
31,1,167,1,1,,,1,,,,,,
31,1,167,1,1,,,2,,,,,,
31,1,167,1,1,,,3,,,,,,
31,1,167,1,2,,,1,,,,,,
31,1,167,1,2,,,2,,,,,,
31,1,167,1,2,,,3,,,,,,
31,1,167,1,3,,,1,,82,,,,
31,1,167,1,3,,,2,,82,,,,
31,1,167,1,3,,,3,,82,,,,
31,1,167,1,4,,,1,,72,,,,
31,1,167,1,4,,,2,,72,,,,
31,1,167,1,4,,,3,,72,,,,
31,1,167,1,5,,,1,,95,,,,
31,1,167,1,5,,,2,,95,,,,
31,1,167,1,5,,,3,,95,,,,
31,1,169,0,0,,,1,,61,,,,
31,1,169,0,0,,,2,,61,,,,
31,1,169,0,0,,,3,,61,,,,
31,1,169,1,1,,,1,,,,,,
31,1,169,1,1,,,2,,,,,,
31,1,169,1,1,,,3,,,,,,
31,1,169,1,2,,,1,,322,,,,
31,1,169,1,2,,,2,,322,,,,
31,1,169,1,2,,,3,,322,,,,
31,1,169,1,3,,,1,,,,,,
31,1,169,1,3,,,2,,,,,,
31,1,169,1,3,,,3,,,,,,
31,1,169,1,4,,,1,,,,,,
31,1,169,1,4,,,2,,,,,,
31,1,169,1,4,,,3,,,,,,
31,1,169,1,5,,,1,,,,,,
31,1,169,1,5,,,2,,,,,,
31,1,169,1,5,,,3,,,,,,
31,1,171,0,0,,,1,,,,,,
31,1,171,0,0,,,2,,,,,,
31,1,171,0,0,,,3,,,,,,
31,1,171,1,1,,,1,,,,,,
31,1,171,1,1,,,2,,,,,,
31,1,171,1,1,,,3,,,,,,
31,1,171,1,2,,,1,,,,,,
31,1,171,1,2,,,2,,,,,,
31,1,171,1,2,,,3,,,,,,
31,1,171,1,3,,,1,,,,,,
31,1,171,1,3,,,2,,,,,,
31,1,171,1,3,,,3,,,,,,
31,1,171,1,4,,,1,,,,,,
31,1,171,1,4,,,2,,,,,,
31,1,171,1,4,,,3,,,,,,
31,1,171,1,5,,,1,,,,,,
31,1,171,1,5,,,2,,,,,,
31,1,171,1,5,,,3,,,,,,
31,1,173,0,0,,,1,,,,,,
31,1,173,0,0,,,2,,,,,,
31,1,173,0,0,,,3,,,,,,
31,1,173,1,1,,,1,,,,,,
31,1,173,1,1,,,2,,,,,,
31,1,173,1,1,,,3,,,,,,
31,1,173,1,2,,,1,,,,,,
31,1,173,1,2,,,2,,,,,,
31,1,173,1,2,,,3,,,,,,
31,1,173,1,3,,,1,,,,,,
31,1,173,1,3,,,2,,,,,,
31,1,173,1,3,,,3,,,,,,
31,1,173,1,4,,,1,,,,,,
31,1,173,1,4,,,2,,,,,,
31,1,173,1,4,,,3,,,,,,
31,1,173,1,5,,,1,,,,,,
31,1,173,1,5,,,2,,,,,,
31,1,173,1,5,,,3,,,,,,
31,1,175,0,0,,,1,,,,,,
31,1,175,0,0,,,2,,,,,,
31,1,175,0,0,,,3,,,,,,
31,1,175,1,1,,,1,,,,,,
31,1,175,1,1,,,2,,,,,,
31,1,175,1,1,,,3,,,,,,
31,1,175,1,2,,,1,,,,,,
31,1,175,1,2,,,2,,,,,,
31,1,175,1,2,,,3,,,,,,
31,1,175,1,3,,,1,,190,,,,
31,1,175,1,3,,,2,,190,,,,
31,1,175,1,3,,,3,,190,,,,
31,1,175,1,4,,,1,,124,,,,
31,1,175,1,4,,,2,,124,,,,
31,1,175,1,4,,,3,,124,,,,
31,1,175,1,5,,,1,,,,,,
31,1,175,1,5,,,2,,,,,,
31,1,175,1,5,,,3,,,,,,
31,1,177,0,0,,,1,,207,,,,
31,1,177,0,0,,,2,,207,,,,
31,1,177,0,0,,,3,,207,,,,
31,1,177,1,1,,,1,,775,,,,
31,1,177,1,1,,,2,,775,,,,
31,1,177,1,1,,,3,,775,,,,
31,1,177,1,2,,,1,,749,,,,
31,1,177,1,2,,,2,,749,,,,
31,1,177,1,2,,,3,,749,,,,
31,1,177,1,3,,,1,,460,,,,
31,1,177,1,3,,,2,3906,460,,14,,
31,1,177,1,3,,,3,,460,,,,
31,1,177,1,4,,,1,24009,270,,32,,
31,1,177,1,4,,,2,,270,,,,
31,1,177,1,4,,,3,,270,,,,
31,1,177,1,5,,,1,20491,354,,70,,28
31,1,177,1,5,,,2,,354,,,,
31,1,177,1,5,,,3,,354,,,,
31,1,179,0,0,,,1,,87,,,,
31,1,179,0,0,,,2,,87,,,,
31,1,179,0,0,,,3,,87,,,,
31,1,179,1,1,,,1,,353,,,,
31,1,179,1,1,,,2,,353,,,,
31,1,179,1,1,,,3,,353,,,,
31,1,179,1,2,,,1,,280,,,,
31,1,179,1,2,,,2,,280,,,,
31,1,179,1,2,,,3,,280,,,,
31,1,179,1,3,,,1,,190,,,,
31,1,179,1,3,,,2,,190,,,,
31,1,179,1,3,,,3,,190,,,,
31,1,179,1,4,,,1,,145,,,,
31,1,179,1,4,,,2,,145,,,,
31,1,179,1,4,,,3,,145,,,,
31,1,179,1,5,,,1,,193,,,,
31,1,179,1,5,,,2,,193,,,,
31,1,179,1,5,,,3,,193,,,,
31,1,181,0,0,,,1,,81,,,,
31,1,181,0,0,,,2,,81,,,,
31,1,181,0,0,,,3,,81,,,,
31,1,181,1,1,,,1,,,,,,
31,1,181,1,1,,,2,,,,,,
31,1,181,1,1,,,3,,,,,,
31,1,181,1,2,,,1,,,,,,
31,1,181,1,2,,,2,,,,,,
31,1,181,1,2,,,3,,,,,,
31,1,181,1,3,,,1,,,,,,
31,1,181,1,3,,,2,,,,,,
31,1,181,1,3,,,3,,,,,,
31,1,181,1,4,,,1,,,,,,
31,1,181,1,4,,,2,,,,,,
31,1,181,1,4,,,3,,,,,,
31,1,181,1,5,,,1,,,,,,
31,1,181,1,5,,,2,,,,,,
31,1,181,1,5,,,3,,,,,,
31,1,183,0,0,,,1,,,,,,
31,1,183,0,0,,,2,,,,,,
31,1,183,0,0,,,3,,,,,,
31,1,183,1,1,,,1,,,,,,
31,1,183,1,1,,,2,,,,,,
31,1,183,1,1,,,3,,,,,,
31,1,183,1,2,,,1,,,,,,
31,1,183,1,2,,,2,,,,,,
31,1,183,1,2,,,3,,,,,,
31,1,183,1,3,,,1,,,,,,
31,1,183,1,3,,,2,,,,,,
31,1,183,1,3,,,3,,,,,,
31,1,183,1,4,,,1,,,,,,
31,1,183,1,4,,,2,,,,,,
31,1,183,1,4,,,3,,,,,,
31,1,183,1,5,,,1,,,,,,
31,1,183,1,5,,,2,,,,,,
31,1,183,1,5,,,3,,,,,,
31,1,185,0,0,,,1,,237,,,,
31,1,185,0,0,,,2,,237,,,,
31,1,185,0,0,,,3,,237,,,,
31,1,185,1,1,,,1,,680,,,,
31,1,185,1,1,,,2,,680,,,,
31,1,185,1,1,,,3,,680,,,,
31,1,185,1,2,,,1,,703,,,,
31,1,185,1,2,,,2,,703,,,,
31,1,185,1,2,,,3,,703,,,,
31,1,185,1,3,,,1,,449,,,,
31,1,185,1,3,,,2,,449,,,,
31,1,185,1,3,,,3,,449,,,,
31,1,185,1,4,,,1,,384,,,,
31,1,185,1,4,,,2,,384,,,,
31,1,185,1,4,,,3,,384,,,,
31,1,185,1,5,,,1,,450,,,,
31,1,185,1,5,,,2,,450,,,,
31,1,185,1,5,,,3,,450,,,,
31,2,1,0,0,,,1,,226,,,,
31,2,1,0,0,,,2,,226,,,,
31,2,1,0,0,,,3,,226,,,,
31,2,1,1,1,,,1,,145,,,,
31,2,1,1,1,,,2,,145,,,,
31,2,1,1,1,,,3,,145,,,,
31,2,1,1,2,,,1,,136,,,,
31,2,1,1,2,,,2,,136,,,,
31,2,1,1,2,,,3,,136,,,,
31,2,1,1,3,,,1,,110,,,,
31,2,1,1,3,,,2,,110,,,,
31,2,1,1,3,,,3,,110,,,,
31,2,1,1,4,,,1,,74,,,,
31,2,1,1,4,,,2,,74,,,,
31,2,1,1,4,,,3,,74,,,,
31,2,1,1,5,,,1,,101,,22,,
31,2,1,1,5,,,2,,101,,,,
31,2,1,1,5,,,3,,101,,,,
31,2,3,0,0,,,1,,,,,,
31,2,3,0,0,,,2,,,,,,
31,2,3,0,0,,,3,,,,,,
31,2,3,1,1,,,1,,,,,,
31,2,3,1,1,,,2,,,,,,
31,2,3,1,1,,,3,,,,,,
31,2,3,1,2,,,1,,,,,,
31,2,3,1,2,,,2,,,,,,
31,2,3,1,2,,,3,,,,,,
31,2,3,1,3,,,1,,,,,,
31,2,3,1,3,,,2,,,,,,
31,2,3,1,3,,,3,,,,,,
31,2,3,1,4,,,1,,,,,,
31,2,3,1,4,,,2,,,,,,
31,2,3,1,4,,,3,,,,,,
31,2,3,1,5,,,1,,,,,,
31,2,3,1,5,,,2,,,,,,
31,2,3,1,5,,,3,,,,,,
31,2,5,0,0,,,1,,,,,,
31,2,5,0,0,,,2,,,,,,
31,2,5,0,0,,,3,,,,,,
31,2,5,1,1,,,1,,,,,,
31,2,5,1,1,,,2,,,,,,
31,2,5,1,1,,,3,,,,,,
31,2,5,1,2,,,1,,,,,,
31,2,5,1,2,,,2,,,,,,
31,2,5,1,2,,,3,,,,,,
31,2,5,1,3,,,1,,,,,,
31,2,5,1,3,,,2,,,,,,
31,2,5,1,3,,,3,,,,,,
31,2,5,1,4,,,1,,,,,,
31,2,5,1,4,,,2,,,,,,
31,2,5,1,4,,,3,,,,,,
31,2,5,1,5,,,1,,,,,,
31,2,5,1,5,,,2,,,,,,
31,2,5,1,5,,,3,,,,,,
31,2,7,0,0,,,1,,,,,,
31,2,7,0,0,,,2,,,,,,
31,2,7,0,0,,,3,,,,,,
31,2,7,1,1,,,1,,,,,,
31,2,7,1,1,,,2,,,,,,
31,2,7,1,1,,,3,,,,,,
31,2,7,1,2,,,1,,,,,,
31,2,7,1,2,,,2,,,,,,
31,2,7,1,2,,,3,,,,,,
31,2,7,1,3,,,1,,,,,,
31,2,7,1,3,,,2,,,,,,
31,2,7,1,3,,,3,,,,,,
31,2,7,1,4,,,1,,,,,,
31,2,7,1,4,,,2,,,,,,
31,2,7,1,4,,,3,,,,,,
31,2,7,1,5,,,1,,,,,,
31,2,7,1,5,,,2,,,,,,
31,2,7,1,5,,,3,,,,,,
31,2,9,0,0,,,1,,,,,,
31,2,9,0,0,,,2,,,,,,
31,2,9,0,0,,,3,,,,,,
31,2,9,1,1,,,1,,,,,,
31,2,9,1,1,,,2,,,,,,
31,2,9,1,1,,,3,,,,,,
31,2,9,1,2,,,1,,,,,,
31,2,9,1,2,,,2,,,,,,
31,2,9,1,2,,,3,,,,,,
31,2,9,1,3,,,1,,,,,,
31,2,9,1,3,,,2,,,,,,
31,2,9,1,3,,,3,,,,,,
31,2,9,1,4,,,1,,,,,,
31,2,9,1,4,,,2,,,,,,
31,2,9,1,4,,,3,,,,,,
31,2,9,1,5,,,1,,,,,,
31,2,9,1,5,,,2,,,,,,
31,2,9,1,5,,,3,,,,,,
31,2,11,0,0,,,1,,21,,,,
31,2,11,0,0,,,2,,21,,,,
31,2,11,0,0,,,3,,21,,,,
31,2,11,1,1,,,1,,11,,,,
31,2,11,1,1,,,2,,11,,,,
31,2,11,1,1,,,3,,11,,,,
31,2,11,1,2,,,1,,,,,,
31,2,11,1,2,,,2,,,,,,
31,2,11,1,2,,,3,,,,,,
31,2,11,1,3,,,1,,16,,,,
31,2,11,1,3,,,2,,16,,,,
31,2,11,1,3,,,3,,16,,,,
31,2,11,1,4,,,1,,,,,,
31,2,11,1,4,,,2,,,,,,
31,2,11,1,4,,,3,,,,,,
31,2,11,1,5,,,1,,16,,,,
31,2,11,1,5,,,2,,16,,,,
31,2,11,1,5,,,3,,16,,,,
31,2,13,0,0,,,1,,33,,,,
31,2,13,0,0,,,2,,33,,,,
31,2,13,0,0,,,3,,33,,,,
31,2,13,1,1,,,1,,22,,,,
31,2,13,1,1,,,2,,22,,,,
31,2,13,1,1,,,3,,22,,,,
31,2,13,1,2,,,1,,25,,,,
31,2,13,1,2,,,2,,25,,,,
31,2,13,1,2,,,3,,25,,,,
31,2,13,1,3,,,1,,25,,,,
31,2,13,1,3,,,2,,25,,,,
31,2,13,1,3,,,3,,25,,,,
31,2,13,1,4,,,1,,17,,,,
31,2,13,1,4,,,2,,17,,,,
31,2,13,1,4,,,3,,17,,,,
31,2,13,1,5,,,1,,18,,,,
31,2,13,1,5,,,2,,18,,,,
31,2,13,1,5,,,3,,18,,,,
31,2,15,0,0,,,1,,,,,,
31,2,15,0,0,,,2,,,,,,
31,2,15,0,0,,,3,,,,,,
31,2,15,1,1,,,1,,,,,,
31,2,15,1,1,,,2,,,,,,
31,2,15,1,1,,,3,,,,,,
31,2,15,1,2,,,1,,,,,,
31,2,15,1,2,,,2,,,,,,
31,2,15,1,2,,,3,,,,,,
31,2,15,1,3,,,1,,,,,,
31,2,15,1,3,,,2,,,,,,
31,2,15,1,3,,,3,,,,,,
31,2,15,1,4,,,1,,,,,,
31,2,15,1,4,,,2,,,,,,
31,2,15,1,4,,,3,,,,,,
31,2,15,1,5,,,1,,,,,,
31,2,15,1,5,,,2,,,,,,
31,2,15,1,5,,,3,,,,,,
31,2,17,0,0,,,1,,,,,,
31,2,17,0,0,,,2,,,,,,
31,2,17,0,0,,,3,,,,,,
31,2,17,1,1,,,1,,,,,,
31,2,17,1,1,,,2,,,,,,
31,2,17,1,1,,,3,,,,,,
31,2,17,1,2,,,1,,,,,,
31,2,17,1,2,,,2,,,,,,
31,2,17,1,2,,,3,,,,,,
31,2,17,1,3,,,1,,,,,,
31,2,17,1,3,,,2,,,,,,
31,2,17,1,3,,,3,,,,,,
31,2,17,1,4,,,1,,,,,,
31,2,17,1,4,,,2,,,,,,
31,2,17,1,4,,,3,,,,,,
31,2,17,1,5,,,1,,,,,,
31,2,17,1,5,,,2,,,,,,
31,2,17,1,5,,,3,,,,,,
31,2,19,0,0,,,1,,192,,,,
31,2,19,0,0,,,2,,192,,,,
31,2,19,0,0,,,3,,192,,,,
31,2,19,1,1,,,1,,188,,,,
31,2,19,1,1,,,2,,188,,,,
31,2,19,1,1,,,3,,188,,,,
31,2,19,1,2,,,1,,225,,11,,
31,2,19,1,2,,,2,,225,,,,
31,2,19,1,2,,,3,,225,,,,
31,2,19,1,3,,,1,,241,,28,,
31,2,19,1,3,,,2,,241,,,,
31,2,19,1,3,,,3,,241,,,,
31,2,19,1,4,,,1,,165,,22,,
31,2,19,1,4,,,2,,165,,,,
31,2,19,1,4,,,3,,165,,,,
31,2,19,1,5,,,1,,214,11,51,,17
31,2,19,1,5,,,2,,214,,,,
31,2,19,1,5,,,3,,214,,,,
31,2,21,0,0,,,1,,57,,,,
31,2,21,0,0,,,2,,57,,,,
31,2,21,0,0,,,3,,57,,,,
31,2,21,1,1,,,1,,69,,,,
31,2,21,1,1,,,2,,69,,,,
31,2,21,1,1,,,3,,69,,,,
31,2,21,1,2,,,1,,57,,,,
31,2,21,1,2,,,2,,57,,,,
31,2,21,1,2,,,3,,57,,,,
31,2,21,1,3,,,1,,47,,,,
31,2,21,1,3,,,2,,47,,,,
31,2,21,1,3,,,3,,47,,,,
31,2,21,1,4,,,1,,47,,,,
31,2,21,1,4,,,2,,47,,,,
31,2,21,1,4,,,3,,47,,,,
31,2,21,1,5,,,1,,29,,,,
31,2,21,1,5,,,2,,29,,,,
31,2,21,1,5,,,3,,29,,,,
31,2,23,0,0,,,1,,36,,,,
31,2,23,0,0,,,2,,36,,,,
31,2,23,0,0,,,3,,36,,,,
31,2,23,1,1,,,1,,42,,,,
31,2,23,1,1,,,2,,42,,,,
31,2,23,1,1,,,3,,42,,,,
31,2,23,1,2,,,1,,38,,,,
31,2,23,1,2,,,2,,38,,,,
31,2,23,1,2,,,3,,38,,,,
31,2,23,1,3,,,1,,29,,,,
31,2,23,1,3,,,2,,29,,,,
31,2,23,1,3,,,3,,29,,,,
31,2,23,1,4,,,1,,33,,,,
31,2,23,1,4,,,2,,33,,,,
31,2,23,1,4,,,3,,33,,,,
31,2,23,1,5,,,1,,34,,,,
31,2,23,1,5,,,2,,34,,,,
31,2,23,1,5,,,3,,34,,,,
31,2,25,0,0,,,1,,164,,,,
31,2,25,0,0,,,2,,164,,,,
31,2,25,0,0,,,3,,164,,,,
31,2,25,1,1,,,1,,281,,,,
31,2,25,1,1,,,2,,281,,,,
31,2,25,1,1,,,3,,281,,,,
31,2,25,1,2,,,1,,291,,11,,
31,2,25,1,2,,,2,,291,,,,
31,2,25,1,2,,,3,,291,,,,
31,2,25,1,3,,,1,,177,,12,,
31,2,25,1,3,,,2,,177,,,,
31,2,25,1,3,,,3,,177,,,,
31,2,25,1,4,,,1,,170,,,,
31,2,25,1,4,,,2,,170,,,,
31,2,25,1,4,,,3,,170,,,,
31,2,25,1,5,,,1,,136,,27,,
31,2,25,1,5,,,2,,136,,,,
31,2,25,1,5,,,3,,136,,,,
31,2,27,0,0,,,1,,20,,,,
31,2,27,0,0,,,2,,20,,,,
31,2,27,0,0,,,3,,20,,,,
31,2,27,1,1,,,1,,18,,,,
31,2,27,1,1,,,2,,18,,,,
31,2,27,1,1,,,3,,18,,,,
31,2,27,1,2,,,1,,54,,,,
31,2,27,1,2,,,2,,54,,,,
31,2,27,1,2,,,3,,54,,,,
31,2,27,1,3,,,1,,69,,,,
31,2,27,1,3,,,2,,69,,,,
31,2,27,1,3,,,3,,69,,,,
31,2,27,1,4,,,1,,49,,,,
31,2,27,1,4,,,2,,49,,,,
31,2,27,1,4,,,3,,49,,,,
31,2,27,1,5,,,1,,106,,16,,
31,2,27,1,5,,,2,,106,,,,
31,2,27,1,5,,,3,,106,,,,
31,2,29,0,0,,,1,,,,,,
31,2,29,0,0,,,2,,,,,,
31,2,29,0,0,,,3,,,,,,
31,2,29,1,1,,,1,,,,,,
31,2,29,1,1,,,2,,,,,,
31,2,29,1,1,,,3,,,,,,
31,2,29,1,2,,,1,,,,,,
31,2,29,1,2,,,2,,,,,,
31,2,29,1,2,,,3,,,,,,
31,2,29,1,3,,,1,,,,,,
31,2,29,1,3,,,2,,,,,,
31,2,29,1,3,,,3,,,,,,
31,2,29,1,4,,,1,,,,,,
31,2,29,1,4,,,2,,,,,,
31,2,29,1,4,,,3,,,,,,
31,2,29,1,5,,,1,,,,,,
31,2,29,1,5,,,2,,,,,,
31,2,29,1,5,,,3,,,,,,
31,2,31,0,0,,,1,,,,,,
31,2,31,0,0,,,2,,,,,,
31,2,31,0,0,,,3,,,,,,
31,2,31,1,1,,,1,,,,,,
31,2,31,1,1,,,2,,,,,,
31,2,31,1,1,,,3,,,,,,
31,2,31,1,2,,,1,,,,,,
31,2,31,1,2,,,2,,,,,,
31,2,31,1,2,,,3,,,,,,
31,2,31,1,3,,,1,,,,,,
31,2,31,1,3,,,2,,,,,,
31,2,31,1,3,,,3,,,,,,
31,2,31,1,4,,,1,,,,,,
31,2,31,1,4,,,2,,,,,,
31,2,31,1,4,,,3,,,,,,
31,2,31,1,5,,,1,,,,,,
31,2,31,1,5,,,2,,,,,,
31,2,31,1,5,,,3,,,,,,
31,2,33,0,0,,,1,,58,,,,
31,2,33,0,0,,,2,,58,,,,
31,2,33,0,0,,,3,,58,,,,
31,2,33,1,1,,,1,,41,,,,
31,2,33,1,1,,,2,,41,,,,
31,2,33,1,1,,,3,,41,,,,
31,2,33,1,2,,,1,,39,,,,
31,2,33,1,2,,,2,,39,,,,
31,2,33,1,2,,,3,,39,,,,
31,2,33,1,3,,,1,,34,,,,
31,2,33,1,3,,,2,,34,,,,
31,2,33,1,3,,,3,,34,,,,
31,2,33,1,4,,,1,,12,,,,
31,2,33,1,4,,,2,,12,,,,
31,2,33,1,4,,,3,,12,,,,
31,2,33,1,5,,,1,,21,,,,
31,2,33,1,5,,,2,,21,,,,
31,2,33,1,5,,,3,,21,,,,
31,2,35,0,0,,,1,,20,,,,
31,2,35,0,0,,,2,,20,,,,
31,2,35,0,0,,,3,,20,,,,
31,2,35,1,1,,,1,,21,,,,
31,2,35,1,1,,,2,,21,,,,
31,2,35,1,1,,,3,,21,,,,
31,2,35,1,2,,,1,,18,,,,
31,2,35,1,2,,,2,,18,,,,
31,2,35,1,2,,,3,,18,,,,
31,2,35,1,3,,,1,,,,,,
31,2,35,1,3,,,2,,,,,,
31,2,35,1,3,,,3,,,,,,
31,2,35,1,4,,,1,,,,,,
31,2,35,1,4,,,2,,,,,,
31,2,35,1,4,,,3,,,,,,
31,2,35,1,5,,,1,,,,,,
31,2,35,1,5,,,2,,,,,,
31,2,35,1,5,,,3,,,,,,
31,2,37,0,0,,,1,,34,,,,
31,2,37,0,0,,,2,,34,,,,
31,2,37,0,0,,,3,,34,,,,
31,2,37,1,1,,,1,,29,,,,
31,2,37,1,1,,,2,,29,,,,
31,2,37,1,1,,,3,,29,,,,
31,2,37,1,2,,,1,,45,,,,
31,2,37,1,2,,,2,,45,,,,
31,2,37,1,2,,,3,,45,,,,
31,2,37,1,3,,,1,,19,,,,
31,2,37,1,3,,,2,,19,,,,
31,2,37,1,3,,,3,,19,,,,
31,2,37,1,4,,,1,,25,,,,
31,2,37,1,4,,,2,,25,,,,
31,2,37,1,4,,,3,,25,,,,
31,2,37,1,5,,,1,,18,,,,
31,2,37,1,5,,,2,,18,,,,
31,2,37,1,5,,,3,,18,,,,
31,2,39,0,0,,,1,,40,,,,
31,2,39,0,0,,,2,,40,,,,
31,2,39,0,0,,,3,,40,,,,
31,2,39,1,1,,,1,,23,,,,
31,2,39,1,1,,,2,,23,,,,
31,2,39,1,1,,,3,,23,,,,
31,2,39,1,2,,,1,,33,,,,
31,2,39,1,2,,,2,,33,,,,
31,2,39,1,2,,,3,,33,,,,
31,2,39,1,3,,,1,,33,,,,
31,2,39,1,3,,,2,,33,,,,
31,2,39,1,3,,,3,,33,,,,
31,2,39,1,4,,,1,,27,,,,
31,2,39,1,4,,,2,,27,,,,
31,2,39,1,4,,,3,,27,,,,
31,2,39,1,5,,,1,,25,,,,
31,2,39,1,5,,,2,,25,,,,
31,2,39,1,5,,,3,,25,,,,
31,2,41,0,0,,,1,,19,,,,
31,2,41,0,0,,,2,,19,,,,
31,2,41,0,0,,,3,,19,,,,
31,2,41,1,1,,,1,,26,,,,
31,2,41,1,1,,,2,,26,,,,
31,2,41,1,1,,,3,,26,,,,
31,2,41,1,2,,,1,,25,,,,
31,2,41,1,2,,,2,,25,,,,
31,2,41,1,2,,,3,,25,,,,
31,2,41,1,3,,,1,,16,,,,
31,2,41,1,3,,,2,,16,,,,
31,2,41,1,3,,,3,,16,,,,
31,2,41,1,4,,,1,,,,,,
31,2,41,1,4,,,2,,,,,,
31,2,41,1,4,,,3,,,,,,
31,2,41,1,5,,,1,,,,,,
31,2,41,1,5,,,2,,,,,,
31,2,41,1,5,,,3,,,,,,
31,2,43,0,0,,,1,,66,,,,
31,2,43,0,0,,,2,,66,,,,
31,2,43,0,0,,,3,,66,,,,
31,2,43,1,1,,,1,,88,,,,
31,2,43,1,1,,,2,,88,,,,
31,2,43,1,1,,,3,,88,,,,
31,2,43,1,2,,,1,,111,,,,
31,2,43,1,2,,,2,,111,,,,
31,2,43,1,2,,,3,,111,,,,
31,2,43,1,3,,,1,,135,,,,
31,2,43,1,3,,,2,,135,,,,
31,2,43,1,3,,,3,,135,,,,
31,2,43,1,4,,,1,,95,,,,
31,2,43,1,4,,,2,,95,,,,
31,2,43,1,4,,,3,,95,,,,
31,2,43,1,5,,,1,,81,,21,,
31,2,43,1,5,,,2,,81,,,,
31,2,43,1,5,,,3,,81,,,,
31,2,45,0,0,,,1,,20,,,,
31,2,45,0,0,,,2,,20,,,,
31,2,45,0,0,,,3,,20,,,,
31,2,45,1,1,,,1,,26,,,,
31,2,45,1,1,,,2,,26,,,,
31,2,45,1,1,,,3,,26,,,,
31,2,45,1,2,,,1,,34,,,,
31,2,45,1,2,,,2,,34,,,,
31,2,45,1,2,,,3,,34,,,,
31,2,45,1,3,,,1,,40,,,,
31,2,45,1,3,,,2,,40,,,,
